Indicator ID,Name,Notes
DT.AMT.MIBR.CD,"PPG, IBRD (AMT, current US$)","Public and publicly guaranteed debt outstanding from the International Bank for Reconstruction and Development (IBRD) is nonconcessional. Nonconcessional debt excludes loans with an original grant element of 35 percent or more. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MIDA.CD,"PPG, IDA (AMT, current US$)","Public and publicly guaranteed debt outstanding from the International Development Association (IDA) is concessional. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLAT.CB.CD,"CB, multilateral (AMT, current US$)","Central bank multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country’s international reserves. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLAT.CD,"PPG, multilateral (AMT, current US$)","Public and publicly guaranteed multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLAT.GG.CD,"GG, multilateral (AMT, current US$)","General government multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLAT.OPS.CD,"OPS, multilateral (AMT, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLAT.PRVG.CD,"PRVG, multilateral (AMT, current US$)","Private sector guaranteed by Public Sector  include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLAT.PS.CD,"PS, multilateral (AMT, current US$)","Public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLTC.CB.CD,"CB, multilateral concessional (AMT, current US$)","Central bank multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country’s international reserves. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLTC.CD,"PPG, multilateral concessional (AMT, current US$)","Public and publicly guaranteed multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLTC.GG.CD,"GG, multilateral concessional (AMT, current US$)","General government multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLTC.OPS.CD,"OPS, multilateral concessional (AMT, current US$)","Other public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLTC.PRVG.CD,"PRVG, multilateral concessional (AMT, current US$)","Private sector guaranteed by Public Sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.MLTC.PS.CD,"PS, multilateral concessional (AMT, current US$)","Public sector multilateral loans include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Concessional debt is defined as loans with an original grant element of 35 percent or more. The grant element of a loan is the grant equivalent expressed as a percentage of the amount committed. It is used as a measure of the overall cost of borrowing. The grant equivalent of a loan is its commitment (present) value, less the discounted present value of its contractual debt service; conventionally, future service payments are discounted at 5 percent. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.OFFT.CB.CD,"CB, official creditors (AMT, current US$)","Central bank debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments.  The central bank is the financial institution (or institutions) that exercises control over key aspects of the financial system. The monetary authority, normally the agency that issues currency and holds the country’s international reserves. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.OFFT.CD,"PPG, official creditors (AMT, current US$)","Public and publicly guaranteed debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.OFFT.GG.CD,"GG, official creditors (AMT, current US$)","General government debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.OFFT.OPS.CD,"OPS, official creditors (AMT, current US$)","Other public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.OFFT.PRVG.CD,"PRVG, official creditors (AMT, current US$)","Private sector guaranteed by Public Sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
DT.AMT.OFFT.PS.CD,"PS, official creditors (AMT, current US$)","Public sector debt from official creditors includes loans from international organizations (multilateral loans) and loans from governments (bilateral loans). Loans from international organization include loans and credits from the World Bank, regional development banks, and other multilateral and intergovernmental agencies. Excluded are loans from funds administered by an international organization on behalf of a single donor government; these are classified as loans from governments. Government loans include loans from governments and their agencies (including central banks), loans from autonomous bodies, and direct loans from official export credit agencies. Principal repayments are actual amounts of principal (amortization) paid by the borrower in currency, goods, or services in the year specified. Data are in current U.S. dollars."
C0.01,Region,
C0.02,Country ISO3,
C0.5a,Public comments,
C0.6a,Resource name,
C0.6b,Resource URL,
C1.10,Membership in international organizations,
C1.11b,World Bank funding page,
C1.12,Gross domestic product (in USD),
C1.2,Population,
C1.4,Base currency,
C1.5,Conversion rate (from local currency to USD),
C1.6,Income level,
C1.7,Gross national income (in USD),
C1.8,Gross national income per capita,
C1.9,Percentage(%) of Gross Domestic Product as Public Procurement Expenditure,
C2.1,Name of Public Procurement Agency (PPA),
C2.2,PPA website,
C2.3,Is PPA a Central Purchasing Body?,
C2.4a,Number of certified contracting officers (e.g. CIPS),
C2.4b,Contracting officers certification program,
C2.5a,Name of Central Purchasing Body (CPB),
C2.5b,Sectors covered by the CPB,
C2.5c,Name of relevant ministry,
C2.5d,Region covered by the CPB,
C2.5e,CPB website,
C2.6,Public procurement law,
C2.7a,Total Cost of Ownership (TCO) law clause,
C2.7b,Life Cycle Costing (LLC) law clause,
C2.7c,Value for Money (VfM) law clause,
C2.7d,Most Economically Advantageous Tender (MEAT) law clause,
C2.7e,Sustainability law clause,
C2.7f,Public Procurement Law requirement for awards to SMEs (Small and Medium-sized Enterprises) clause,
C2.7g,Bid Securities and/or bid declaration clause,
C2.7h,Public bid openings clause,
C2.7i,Domestic preference clause,
C2.7j,Complaint resolution period clause,
C2.7ka,Standstill period for goods contracts regulation clause,
C2.7kb,Standstill period for works contracts regulation clause,
C2.7kc,Standstill period for services contacts regulation clause,
C2.7la,Bid validity period of goods awards regulation clause,
C2.7lb,Bid validity period of works awards regulation clause,
C2.7lc,Bid validity period of services awards regulation clause,
C2.7m,Contract award disclosure threshold clause,
C2.7n,Tender threshold value,
C2.7oa,Number of days for advertisement of goods awards clause,
C2.7ob,Number of days for advertisement of works awards clause,
C2.7oc,Number of days for advertisement of services awards clause,
C2.7pa,Threshold value for direct contract awards of goods clause,
C2.7pb,Threshold value for direct contract awards of works clause,
C2.7pc,Threshold value for direct contract awards of services clause,
SPI.D1.5.CHLD.MORT,"Availability of Mortality rate, under-5 (per 1,000 live births) data meeting quality standards according to UN IGME  (5 year moving average)",Child Mortality Metadata from UN IGME
SPI.D1.5.DT.TDS.DPPF.XP.ZS,Quality of Debt service data according to World Bank,Debt Reporting Metadata from World Bank
SPI.D1.5.LFP,Labor force participation rate by sex and age (%),Labor force participation data for use by ILO
SPI.D1.5.POV,Availability of Comparable Poverty headcount ratio at $2.15 a day (5 year moving average),Comparability data from World Bank's Povcalnet
SPI.D1.5.SAFE.MAN.WATER,Safely Managed Drinking Water,Availability of Safely Managed Drinking Water data for use by JMP
SPI.D2.1.GDDS,SDDS/e-GDDS subscription,"The Special Data Dissemination Standard (SDDS) and electronic General Data Dissemination Standard (e-GDDS) were established by the International Monetary Fund (IMF) for member countries that have or that might seek access to international capital markets, to guide them in providing their economic and financial data to the public.  Although subscription is voluntary, the subscribing member needs to be committed to observing the standard and provide information about its data and data dissemination practices (metadata).  The metadata are posted on the IMF’s SDDS and e-GDDS websites."
SPI.D2.2.Download.options,Dimension 2.2: Online access - Download Options Score,"This openness element measures whether download options are available. ODIN looks for three download options: (1) bulk download (at the indicator level), (2) API, and (3) user-select download (custom downloads). Options 2 and 3 are interchangeable for scoring purposes."
SPI.D2.2.Machine.readable,Dimension 2.2: Online access - Machine Readability Score,"This openness element measures whether data are made available in machine readable formats. Machine readable file formats allow users to easily process data using a computer. Common machine readable formats include XLS, XLSX, CSV, and JSON files."
SPI.D2.2.Metadata.available,Dimension 2.2: Online access - Metadata Available Score,This openness element measures whether metadata are available for the published indicators. Metadata must be located in or near the data file or on a designated metadata section of the website. ODIN looks for three aspects of metadata: (1) definition of indicator; (2) date of upload; and (3) Source agency.
SPI.D2.2.Non.proprietary,Dimension 2.2: Online access - Non-Proprietary format Score,"This openness element measures whether data are made available in nonproprietary formats. Nonproprietary file formats are important because they allow users to access data without requiring the use of a costly, proprietary software that may prevent some users from accessing the data. Common nonproprietary formats include PDF, HTML, XLSX, DOCX, CSV, and JSON files."
SPI.D2.2.Openness.subscore,ODIN Open Data Openness score,ODW Openness score
SPI.D2.2.Terms.of.use,Dimension 2.2: Online access - Terms of Use Score,"This openness element measures whether data are made available under an open license. Open licenses must allow the use, reuse, and sharing or adaption of data for commercial and noncommercial use without any obligation other than attribution, per the Open Definition. Licenses prohibiting commercial use or having two or more additional stipulations are classified as “Not Open”. Licenses with no more than one additional stipulation are classified as “Some Restrictions.” Licenses that do not explicitly state all allowed uses under the Open Definition and do not include restrictive language are also classified as “Some Restrictions.”"
SPI.D2.4.NADA,NADA metadata,NADA/NSO websites.  Statistical systems must be open and transparent about their methods and procedures and provide access to adequate metadata – detailed descriptions of the methods and procedures used to produce the data.
SPI.D3.1.POV,GOAL 1: No Poverty (5 year moving average),SDG Goal 1 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.10.NEQL,GOAL 10: Reduced Inequality (5 year moving average),SDG Goal 10 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.11.CITY,GOAL 11: Sustainable Cities and Communities (5 year moving average),SDG Goal 11 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.12.CNSP,GOAL 12: Responsible Consumption and Production (5 year moving average),SDG Goal 12 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.13.CLMT,GOAL 13: Climate Action (5 year moving average),SDG Goal 13 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.15.LAND,GOAL 15: Life on Land (5 year moving average),SDG Goal 15 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.16.INST,GOAL 16: Peace and Justice Strong Institutions (5 year moving average),SDG Goal 16 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.17.PTNS,GOAL 17: Partnerships to achieve the Goal (5 year moving average),SDG Goal 17 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.2.HNGR,GOAL 2: Zero Hunger (5 year moving average),SDG Goal 2 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.3.HLTH,GOAL 3: Good Health and Well-being (5 year moving average),SDG Goal 3 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.4.EDUC,GOAL 4: Quality Education (5 year moving average),SDG Goal 4 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.5.GEND,GOAL 5: Gender Equality (5 year moving average),SDG Goal 5 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.6.WTRS,GOAL 6: Clean Water and Sanitation (5 year moving average),SDG Goal 6 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.7.ENRG,GOAL 7: Affordable and Clean Energy (5 year moving average),SDG Goal 7 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.8.WORK,GOAL 8: Decent Work and Economic Growth (5 year moving average),SDG Goal 8 data availability.  Source: UN Global SDG Indicators Database
SPI.D3.9.INDY,"GOAL 9: Industry, Innovation and Infrastructure (5 year moving average)",SDG Goal 9 data availability.  Source: UN Global SDG Indicators Database
SPI.D4.1.1.POPU,Population & Housing census (Availability score over 20 years),"Population censuses collect data on the size, distribution and composition of population and information on a broad range of social and economic characteristics of the population.  It also provides sampling frames for household and other surveys.  Housing censuses provide information on the supply of housing units, the structural characteristics and facilities, and health and the development of normal family living conditions.  Data obtained as part of the population census, including data on homeless persons, are often used in the presentation and analysis of the results of the housing census.  It is recommended that population and housing censuses be conducted at least every 10 years."
SPI.D4.1.2.AGRI,Agriculture census (Availability score over 20 years),"Agriculture censuses collect information on agricultural activities, such as size of holding, land tenure, land use, employment and production, and provide basic structural data and sampling frames for agricultural surveys.  Censuses of agriculture normally involves collecting key structural data by complete enumeration of all agricultural holdings, in combination with more detailed structural data using sampling methods.  It is recommended that agricultural censuses be conducted at least every 10 years."
SPI.D4.1.3.BIZZ,Business/establishment census (Availability score over 20 years),"Business/establishment censuses provide valuable information on all economic activities, number of employed and size of establishments in the economy.  Business Register information is establishment-based and includes business location, organization type (e.g. subsidiary or parent), industry classification, and operating data (e.g., receipts and employment)."
SPI.D4.1.4.HOUS,"Household Survey on income, etc  (Availability score over 10 years)","These surveys collect data on household income (including income in kind), consumption and expenditure.  They typically include income, expenditure, and consumption surveys, household budget surveys, integrated surveys.  It is recommended that surveys on income and expenditure be conducted at least every 3 to 5 years."
SPI.D4.1.5.AGSVY,Agriculture survey (Availability score over 10 years),"Agricultural surveys refer to surveys of agricultural holdings based on the sampling frames established by the agricultural census.  These are surveys on agricultural land, production, crops and livestock, aquaculture, labor and cost, and time use.  Some issues, such as gender and food security, are of interest to most agriculture surveys."
SPI.D4.1.6.LABR,Labor Force Survey (Availability score over 10 years),"Labor force survey is a standard household-based survey of work-related statistics at the national and sub-national employment or unemployment levels, rates or trends.  The surveys also provide the characteristics of the employed or unemployed, including labor force status by age or gender, breakdowns between employees and the self-employed, public versus private sector employment, multiple job-holding, hiring, job creation, and duration of unemployment."
SPI.D4.1.7.HLTH,Health/Demographic survey (Availability score over 10 years),"Health surveys collect information on various aspects of health of populations, such as health expenditure, access, utilization, and outcomes.  They typically include Demographic and Health Surveys.  It is recommended that health surveys be conducted at least every 3 to 5 years."
SPI.D4.1.8.BZSVY,Business/establishment survey (Availability score over 10 years),"The business/establishment survey provides information on employment, hours, and earnings of employees from a sample of business establishments including private and public, entities that are classified based on an establishment's principal activity from the business or establishment census.  Establishment surveys include surveys of businesses, farms, and institutions.  They may ask for information about the establishment itself and/or employee characteristics and demographics."
SPI.D4.2.3.CRVS,CRVS (WDI),Civil Registration and Vital Statistics (CRVS) complete
SPI.D4.3.GEO.first.admin.level,Geospatial data available at 1st Admin Level,Indicator data availability at sub-national levels
SPI.D5.1.DILG,Legislation Indicator based on PARIS21 indicators on SDG 17.18.2,"Based on PARIS21 indicators on SDG 17.18.2 (national statistical legislation compliance with UN Fundamental Principles of Official Statistics), existence of National Statistical Council, national statistical strategy generation, national statistical plan. Also include some other legislative aspects that foster good use of statistics eg freedom of information, privacy/transparency, good governance (eg free and fair elections)."
SPI.D5.2.1.SNAU,System of national accounts in use,"The national accounts data are compiled using the concepts, definitions, framework, and methodology of the System of National Account 2008 (SNA2008) or European System of National and Regional Accounts (ESA 2010).  The manual has evolved to meet the changing economic structure, to follow systematic accounting and ensure international compatibility."
SPI.D5.2.10.GSBP,Business process,"The Generic Statistical Business Process Model (GSBPM) aims to describe statistics production in a general and process-oriented way.  It is used both within and between statistical offices as a common basis for work with statistics production in different ways, such as quality, efficiency, standardization, and process-orientation.  It is used for all types of surveys, and ""business"" is not related to ""business statistics"" but refers to the statistical office, simply expressed."
SPI.D5.2.2.NABY,National Accounts base year,National accounts base year is the year used as the base period for constant price calculations in the country’s national accounts.  It is recommended that the base year of constant price estimates be changed periodically to reflect changes in economic structure and relative prices.
SPI.D5.2.3.CNIN,Classification of national industry,"The industrial production data are compiled using the International Standard Industrial Classification of All Economic Activities (ISIC) Rev.4 and Statistical Classification of Economic Activities in the European Community (NACE) Rev.2.  ISIC Rev.4 is a standard classification of economic activities arranged so that entities can be classified per the activity they carry out using criteria such as input, output and use of the products produced, more emphasis has been given to the character of the production process in defining and delineating ISIC classes for international comparability.  The manual and classification have changed to cover the complete scope of industrial production, employment, and GDP and other statistical areas."
SPI.D5.2.4.CPIBY,CPI base year,Consumer Price Index serves as indicators of inflation and reflects changes in the cost of acquiring a fixed basket of goods and services by the average consumer.  Weights are usually derived from consumer expenditure surveys and the CPI base year refers to the year the weights were derived.  It is recommended that the base year be changed periodically to reflect changes in expenditure structure.
SPI.D5.2.5.HOUS,Classification of household consumption,"Classification of Individual Consumption According to Purpose (COICOP) is used in household budget surveys, consumer price indices and international comparisons of gross domestic product (GDP) and its component expenditures.  Although COICOP is not strictly linked to any particular model of consumer behavior, the classification is designed to broadly reflect differences in income elasticities.  It is an integral part of the SNA1993 and more detailed subdivision of the classes provide comparability between countries and between statistics in these different areas."
SPI.D5.2.6.EMPL,Classification of status of employment,"Classification of status of employment refers to employment data that are compiled using the current international standard International Classification of Status in Employment (ISCE-93).  It classifies jobs with respect to the type of explicit or implicit contract of employment between the job holder and the economic unit in which he or she is employed.  Therefore, it aims to provide the basis for production of internationally comparable statistics on the employment relationship, including the distinction between salaried employment and self-employment."
SPI.D5.2.7.CGOV,Central government accounting status,"Government finance accounting status refers to the accounting basis for reporting central government financial data.  For many countries’ government finance data, have been consolidated into one set of accounts capturing all the central government’s fiscal activities and following noncash recording basis.  Budgetary central government accounts do not necessarily include all central government units, the picture they provide of central government activities is usually incomplete."
SPI.D5.2.8.FINA,Compilation of government finance statistics,Compilation of government finance statistics refers to the Government Finance Statistics Manual (GFSM) in use for compiling the data.  It provides guidelines on the institutional structure of governments and the presentation of fiscal data in a format similar to business accounting with a balance sheet and income statement plus guidelines on the treatment of exchange rate and other valuation adjustments.  The latest manual GFSM2014 is harmonized with the SNA2008.
SPI.D5.2.9.MONY,Compilation of monetary and financial statistics,"Compilation of monetary and financial statistics refers to the Monetary and Financial Statistics Manual (MFSM) in use.  It covers concepts, definitions, classifications of financial instruments and sectors, and accounting rules, and provides a comprehensive analytic framework for monetary and financial planning and policy determination.  The Monetary and Finance Statistics: Compilation Guide (2008) provides detailed guidelines for the compilation of monetary and financial statistics in addition to MFSM."
SE.GEPD.PRIM,Learning Poverty Rate,
SE.GEPD.PRIM.1,(De Facto) Percent of 10 year old children who are out-of-school or in-school and not achieving basic proficiency on reading.,
SE.GEPD.PRIM.BMP,Proficiency by End of Primary,
SE.GEPD.PRIM.BMP.1,"(De Facto) Percent of children proficient in literacy and numeracy by end of primary, as reported by UIS",
SE.LPV.PRIM,Learning poverty: Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),"The share of 10-year-olds who cannot read and understand a short passage of age-appropriate material—in other words, those who are below the “minimum proficiency” threshold for reading. This measure is defined as the union of two deprivations: 1) schooling deprivation and 2) learning deprivation. A child is considered schooling-deprived (SD) if he or she is of primary school age and out-of-school. The dimension of learning deprivation (LD) applies only for children in school, and identifies those pupils who are below the minimum proficiency level (MPL) for reading, as defined by the Global Alliance to Monitor Learning (GAML), measured in standard learning assessments, and reported in the context of the SDG 4.1.1b monitoring. This “union approach” to measurement reflects the choice that, as presented in the SDGs, all age 10 children must be both in school and learning. The final learning poverty measure combines the two dimensions in a single indicator using the following formula: LP = SD + [(1-SD) x LD]"
SE.LPV.PRIM.1,(De Facto) Share of Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),
SE.PRM.ATTD,Student Attendance,School Survey.  Percent of 4th grade students who are present during an unannounced visit.
SE.PRM.ATTD.1,(De Facto) Percent of 4th grade students present during an unannounced visit,
SE.PRM.ATTD.1.F,(De Facto) Percent of 4th grade students present during an unannounced visit - Female,
SE.PRM.ATTD.1.M,(De Facto) Percent of 4th grade students present during an unannounced visit - Male,
SE.PRM.ATTD.1.R,(De Facto) Percent of 4th grade students present during an unannounced visit - Rural,
SE.PRM.ATTD.1.U,(De Facto) Percent of 4th grade students present during an unannounced visit - Urban,
SE.PRM.BFIN,Politics & Bureaucratic Capacity - Financing,
SE.PRM.BFIN.1,"Financing score; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness in terms of adequacy, efficiency, and equity.",
SE.PRM.BFIN.2,(Financing) - Adequacy expressed by the per child spending,
SE.PRM.BFIN.3,(Financing) Efficiency - Expressed by the score from the Public Expenditure and Financial Accountability (PEFA) assessment; where 0 is the lowest possible efficiency and 1 is the highest,
SE.PRM.BFIN.4,(Financing) Efficiency - Expressed by the relationship between financing and outcomes; where 0 is the lowest possible efficiency and 1 is the highest,
SE.PRM.BFIN.5,(Financing) - Equity,
SE.PRM.BFIN.6,(Financing) - Does the country spend 4-5%  of GDP or 15-20% of public expenditures on education spending?,
SE.PRM.BIMP,Politics & Bureaucratic Capacity - Impartial Decision-Making,
SE.PRM.BIMP.1,Average score for Impartial Decision-Making; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness,
SE.PRM.BIMP.2,(Impartial Decision-Making) average score for politicized personnel management,
SE.PRM.BIMP.3,(Impartial Decision-Making) average score for politicized policy-making,
SE.PRM.BIMP.4,(Impartial Decision-Making) average score for politicized policy implementation,
SE.PRM.BIMP.5,(Impartial Decision-Making) average score for employee unions as facilitators,
SE.PRM.BMAC,Politics & Bureaucratic Capacity - Mandates & Accountability,
SE.PRM.BMAC.1,Average score for Mandates & Accountability; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness,
SE.PRM.BMAC.2,(Mandates & Accountability) Average score for coherence,
SE.PRM.BMAC.3,(Mandates & Accountability) Average score for transparency,
SE.PRM.BMAC.4,(Mandates & Accountability) Average score for accountability of public officials,
SE.PRM.BNLG,Politics & Bureaucratic Capacity - National Learning Goals,
SE.PRM.BNLG.1,Average score for National Learning Goals; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness,
SE.PRM.BNLG.2,(National Learning Goals) Average score for targeting,
SE.PRM.BNLG.3,(National Learning Goals) Average score for monitoring,
SE.PRM.BNLG.4,(National Learning Goals) Average score for incentives,
SE.PRM.BNLG.5,(National Learning Goals) Average score for community engagement,
SE.PRM.BQBR,Politics & Bureaucratic Capacity - Characteristics of Bureaucracy,
SE.PRM.BQBR.1,Average score for Characteristics of Bureaucracy; where a score of 1 indicates low effectiveness and 5 indicates high effectiveness,
SE.PRM.BQBR.2,(Characteristics of Bureaucracy) average score for knowledge and skills,
SE.PRM.BQBR.3,(Characteristics of Bureaucracy) average score for work environment,
SE.PRM.BQBR.4,(Characteristics of Bureaucracy) average score for merit,
SE.PRM.BQBR.5,(Characteristics of Bureaucracy) average score for motivation and attitudes,
